row_id,ENSG,y,fold
88,ENSG00000182196,0,4
89,ENSG00000144746,1,0
90,ENSG00000177917,1,3
91,ENSG00000143862,0,3
92,ENSG00000134108,0,1
93,ENSG00000163466,1,2
94,ENSG00000111229,1,4
95,ENSG00000130707,0,2
96,ENSG00000123395,1,3
97,ENSG00000145782,1,4
98,ENSG00000175224,1,0
99,ENSG00000126775,1,0
100,ENSG00000110046,1,4
101,ENSG00000066739,1,0
102,ENSG00000144848,0,0
103,ENSG00000168397,1,3
104,ENSG00000197548,0,3
105,ENSG00000198925,0,3
106,ENSG00000119787,1,2
107,ENSG00000184743,1,1
108,ENSG00000149311,1,0
109,ENSG00000163399,0,0
110,ENSG00000070961,1,1
111,ENSG00000071553,0,2
112,ENSG00000182220,0,0
113,ENSG00000033627,1,0
114,ENSG00000185344,1,0
115,ENSG00000159720,0,0
116,ENSG00000113732,1,4
117,ENSG00000114573,0,2
118,ENSG00000147416,0,2
119,ENSG00000100554,0,4
120,ENSG00000128524,1,4
121,ENSG00000136888,1,0
122,ENSG00000047249,1,2
123,ENSG00000130638,1,0
124,ENSG00000168488,0,4
125,ENSG00000066427,1,4
126,ENSG00000178999,1,4
127,ENSG00000156735,0,1
128,ENSG00000204463,0,3
129,ENSG00000175866,1,2
130,ENSG00000006453,1,3
131,ENSG00000175334,0,1
132,ENSG00000198604,1,0
133,ENSG00000009954,1,1
134,ENSG00000185825,0,2
135,ENSG00000050820,1,4
136,ENSG00000126581,0,1
137,ENSG00000105829,1,4
138,ENSG00000177951,1,2
139,ENSG00000136717,0,0
140,ENSG00000147439,0,4
141,ENSG00000197299,1,1
142,ENSG00000106605,1,0
143,ENSG00000090013,0,2
144,ENSG00000165733,0,1
145,ENSG00000113734,1,4
146,ENSG00000261236,0,2
147,ENSG00000162813,0,4
148,ENSG00000204256,1,0
149,ENSG00000169925,1,1
150,ENSG00000141867,1,2
151,ENSG00000145741,1,3
152,ENSG00000169679,1,0
153,ENSG00000156970,0,2
154,ENSG00000071462,1,3
155,ENSG00000112578,1,4
156,ENSG00000111678,1,1
157,ENSG00000179933,1,3
158,ENSG00000141428,1,2
159,ENSG00000104979,1,3
160,ENSG00000146540,1,3
161,ENSG00000182307,1,1
162,ENSG00000171159,1,1
163,ENSG00000136819,1,3
164,ENSG00000084774,1,0
165,ENSG00000122786,1,0
166,ENSG00000198668,1,3
167,ENSG00000143933,0,2
168,ENSG00000160014,0,4
169,ENSG00000134072,0,3
170,ENSG00000148660,0,2
171,ENSG00000283777,0,1
172,ENSG00000135387,1,0
173,ENSG00000077549,1,3
174,ENSG00000106144,0,1
175,ENSG00000164305,0,4
176,ENSG00000138794,0,1
177,ENSG00000165806,0,3
178,ENSG00000108468,1,3
179,ENSG00000060339,0,1
180,ENSG00000101997,0,3
181,ENSG00000108588,0,4
182,ENSG00000110104,0,0
183,ENSG00000125633,0,4
184,ENSG00000134057,0,2
185,ENSG00000166226,0,2
186,ENSG00000163468,1,0
187,ENSG00000115484,0,1
188,ENSG00000150753,0,4
189,ENSG00000146731,1,2
190,ENSG00000135624,0,2
191,ENSG00000156261,1,2
192,ENSG00000146574,1,4
193,ENSG00000177697,0,2
194,ENSG00000169217,1,4
195,ENSG00000135404,1,2
196,ENSG00000110651,1,4
197,ENSG00000010278,1,1
198,ENSG00000130177,0,2
199,ENSG00000117399,0,1
200,ENSG00000094880,0,4
201,ENSG00000176386,0,2
202,ENSG00000004897,1,3
203,ENSG00000105401,1,1
204,ENSG00000070831,1,2
205,ENSG00000198752,0,4
206,ENSG00000097046,0,0
207,ENSG00000170558,0,4
208,ENSG00000103502,0,1
209,ENSG00000170312,0,4
210,ENSG00000248333,0,3
211,ENSG00000167258,0,1
212,ENSG00000065883,0,2
213,ENSG00000123374,0,4
214,ENSG00000135446,0,1
215,ENSG00000164885,0,1
216,ENSG00000277273,0,3
217,ENSG00000136807,0,2
218,ENSG00000147889,1,3
219,ENSG00000163624,1,0
220,ENSG00000101290,1,1
221,ENSG00000115163,1,1
222,ENSG00000100162,0,1
223,ENSG00000203760,1,4
224,ENSG00000141577,1,2
225,ENSG00000174799,0,3
226,ENSG00000110274,1,2
227,ENSG00000143702,0,2
228,ENSG00000101639,0,4
229,ENSG00000126001,0,2
230,ENSG00000135837,1,2
231,ENSG00000112877,1,3
232,ENSG00000148019,0,4
233,ENSG00000130695,1,4
234,ENSG00000134255,1,1
235,ENSG00000139624,0,3
236,ENSG00000172292,0,0
237,ENSG00000113163,0,2
238,ENSG00000147400,1,3
239,ENSG00000153140,1,0
240,ENSG00000159079,1,1
241,ENSG00000149554,1,0
242,ENSG00000183765,1,4
243,ENSG00000188419,1,4
244,ENSG00000131165,0,4
245,ENSG00000130724,1,3
246,ENSG00000083937,1,1
247,ENSG00000115561,0,3
248,ENSG00000254505,0,4
249,ENSG00000101421,0,3
250,ENSG00000176108,0,3
251,ENSG00000147457,1,2
252,ENSG00000128656,1,3
253,ENSG00000111666,1,1
254,ENSG00000213341,0,1
255,ENSG00000136108,1,0
256,ENSG00000169607,1,4
257,ENSG00000136026,1,1
258,ENSG00000175216,0,1
259,ENSG00000166165,1,1
260,ENSG00000074054,1,3
261,ENSG00000163539,1,1
262,ENSG00000103249,0,0
263,ENSG00000113282,0,2
264,ENSG00000130779,1,3
265,ENSG00000176444,1,2
266,ENSG00000179335,1,3
267,ENSG00000074201,1,1
268,ENSG00000104853,0,3
269,ENSG00000122705,1,3
270,ENSG00000175416,1,2
271,ENSG00000141367,0,2
272,ENSG00000169714,1,1
273,ENSG00000064666,1,3
274,ENSG00000121058,1,1
275,ENSG00000173163,0,2
276,ENSG00000114744,0,1
277,ENSG00000140365,0,0
278,ENSG00000188243,0,0
279,ENSG00000122218,0,4
280,ENSG00000184432,0,2
281,ENSG00000105669,0,3
282,ENSG00000181789,0,3
283,ENSG00000158623,0,1
284,ENSG00000111481,0,2
285,ENSG00000172725,0,0
286,ENSG00000110880,0,0
287,ENSG00000111605,1,4
288,ENSG00000124207,0,1
289,ENSG00000103653,1,1
290,ENSG00000113712,1,4
291,ENSG00000141551,1,4
292,ENSG00000213923,1,1
293,ENSG00000151292,1,1
294,ENSG00000101266,0,3
295,ENSG00000070770,0,4
296,ENSG00000204435,1,4
297,ENSG00000159692,1,4
298,ENSG00000175029,1,1
299,ENSG00000102974,0,1
300,ENSG00000168036,0,0
301,ENSG00000132792,0,4
302,ENSG00000171793,1,0
303,ENSG00000085733,1,4
304,ENSG00000119929,1,4
305,ENSG00000100243,0,0
306,ENSG00000001630,0,3
307,ENSG00000162384,1,1
308,ENSG00000129562,1,4
309,ENSG00000167657,1,3
310,ENSG00000003249,0,2
311,ENSG00000136279,0,1
312,ENSG00000272886,1,2
313,ENSG00000151065,1,2
314,ENSG00000172795,1,1
315,ENSG00000175203,0,4
316,ENSG00000167986,1,0
317,ENSG00000244038,0,3
318,ENSG00000165732,1,3
319,ENSG00000198563,1,4
320,ENSG00000213782,1,0
321,ENSG00000108654,1,1
322,ENSG00000136271,0,0
323,ENSG00000110367,0,1
324,ENSG00000143753,0,0
325,ENSG00000035499,1,0
326,ENSG00000116133,0,4
327,ENSG00000150990,0,3
328,ENSG00000135829,1,3
329,ENSG00000131504,0,2
330,ENSG00000130826,0,4
331,ENSG00000086061,1,4
332,ENSG00000069345,1,0
333,ENSG00000132002,1,4
334,ENSG00000135924,1,2
335,ENSG00000162616,1,3
336,ENSG00000105993,1,2
337,ENSG00000007923,0,2
338,ENSG00000138246,0,1
339,ENSG00000104129,1,4
340,ENSG00000170464,1,4
341,ENSG00000105821,1,4
342,ENSG00000170946,1,1
343,ENSG00000101152,1,4
344,ENSG00000168259,1,3
345,ENSG00000126698,1,4
346,ENSG00000213551,1,4
347,ENSG00000106976,0,1
348,ENSG00000087470,1,3
349,ENSG00000079805,0,1
350,ENSG00000101457,1,3
351,ENSG00000147251,1,4
352,ENSG00000116641,1,4
353,ENSG00000132768,1,2
354,ENSG00000185721,1,2
355,ENSG00000197102,0,0
356,ENSG00000077380,0,1
357,ENSG00000144635,1,0
358,ENSG00000135720,1,0
359,ENSG00000138036,1,2
360,ENSG00000088986,1,4
361,ENSG00000264364,1,2
362,ENSG00000117395,1,2
363,ENSG00000147155,0,1
364,ENSG00000136813,1,1
365,ENSG00000114346,1,2
366,ENSG00000179151,1,3
367,ENSG00000038358,1,2
368,ENSG00000107223,0,3
369,ENSG00000102189,1,3
370,ENSG00000254772,1,4
371,ENSG00000108883,1,1
372,ENSG00000055332,1,0
373,ENSG00000130741,0,4
374,ENSG00000106263,1,2
375,ENSG00000104408,0,0
376,ENSG00000130811,1,0
377,ENSG00000084623,0,4
378,ENSG00000178982,0,1
379,ENSG00000149100,0,0
380,ENSG00000161960,1,3
381,ENSG00000141543,1,1
382,ENSG00000100664,1,1
383,ENSG00000066322,0,4
384,ENSG00000012660,0,0
385,ENSG00000170522,0,2
386,ENSG00000127463,0,3
387,ENSG00000161671,0,2
388,ENSG00000104412,0,2
389,ENSG00000125037,0,4
390,ENSG00000128463,1,3
391,ENSG00000134153,0,1
392,ENSG00000131148,1,0
393,ENSG00000100908,1,0
394,ENSG00000126749,1,4
395,ENSG00000074800,1,0
396,ENSG00000120533,1,0
397,ENSG00000063245,1,4
398,ENSG00000072134,1,2
399,ENSG00000085832,0,1
400,ENSG00000133935,0,4
401,ENSG00000117419,0,1
402,ENSG00000139684,0,4
403,ENSG00000139641,1,2
404,ENSG00000182944,1,4
405,ENSG00000092820,0,3
406,ENSG00000138439,1,4
407,ENSG00000048828,1,0
408,ENSG00000228300,0,3
409,ENSG00000160256,1,3
410,ENSG00000174749,1,1
411,ENSG00000071859,1,0
412,ENSG00000145945,1,4
413,ENSG00000187741,1,4
414,ENSG00000152767,1,1
415,ENSG00000169710,0,4
416,ENSG00000149806,0,2
417,ENSG00000105202,0,1
418,ENSG00000137478,0,3
419,ENSG00000160752,0,4
420,ENSG00000096060,1,2
421,ENSG00000105701,1,3
422,ENSG00000187239,1,0
423,ENSG00000137942,1,1
424,ENSG00000167996,1,1
425,ENSG00000114416,1,3
426,ENSG00000129245,1,2
427,ENSG00000010810,0,3
428,ENSG00000145907,1,2
429,ENSG00000138757,1,2
430,ENSG00000160211,1,0
431,ENSG00000178950,0,2
432,ENSG00000111640,1,4
433,ENSG00000109534,0,0
434,ENSG00000157259,1,0
435,ENSG00000107862,1,2
436,ENSG00000203879,0,1
437,ENSG00000057608,0,1
438,ENSG00000239857,0,4
439,ENSG00000152904,0,2
440,ENSG00000152661,0,3
441,ENSG00000135821,1,2
442,ENSG00000078369,1,1
443,ENSG00000134697,0,4
444,ENSG00000163938,0,2
445,ENSG00000167110,1,3
446,ENSG00000147533,0,4
447,ENSG00000111711,0,3
448,ENSG00000115806,0,1
449,ENSG00000108587,1,4
450,ENSG00000108433,1,2
451,ENSG00000138678,0,0
452,ENSG00000158669,0,4
453,ENSG00000148358,0,0
454,ENSG00000177885,1,1
455,ENSG00000173020,0,2
456,ENSG00000105723,0,1
457,ENSG00000082701,0,1
458,ENSG00000103342,1,4
459,ENSG00000084207,0,4
460,ENSG00000125651,0,1
461,ENSG00000107937,0,3
462,ENSG00000163754,1,1
463,ENSG00000056998,1,0
464,ENSG00000104812,1,3
465,ENSG00000189060,0,2
466,ENSG00000164032,0,1
467,ENSG00000184678,0,1
468,ENSG00000116478,0,1
469,ENSG00000196591,0,0
470,ENSG00000171720,0,3
471,ENSG00000155393,1,3
472,ENSG00000185359,1,4
473,ENSG00000127946,1,1
474,ENSG00000206503,0,3
475,ENSG00000137309,0,0
476,ENSG00000164104,1,0
477,ENSG00000112972,0,2
478,ENSG00000198830,1,0
479,ENSG00000198157,0,3
480,ENSG00000177733,1,4
481,ENSG00000092199,1,2
482,ENSG00000138668,1,0
483,ENSG00000169045,1,3
484,ENSG00000104824,1,1
485,ENSG00000153187,0,4
486,ENSG00000152413,1,3
487,ENSG00000185122,0,2
488,ENSG00000080824,1,3
489,ENSG00000096384,1,0
490,ENSG00000165868,1,0
491,ENSG00000187522,1,0
492,ENSG00000204388,1,3
493,ENSG00000170606,0,3
494,ENSG00000164070,0,0
495,ENSG00000109971,1,1
496,ENSG00000106211,0,0
497,ENSG00000081870,1,2
498,ENSG00000133265,0,3
499,ENSG00000120694,0,2
500,ENSG00000136273,0,4
501,ENSG00000067064,0,3
502,ENSG00000140443,0,0
503,ENSG00000159217,1,2
504,ENSG00000136231,1,2
505,ENSG00000104365,0,4
506,ENSG00000129351,1,1
507,ENSG00000166333,0,2
508,ENSG00000177971,1,1
509,ENSG00000141401,1,3
510,ENSG00000128908,0,1
511,ENSG00000040933,1,2
512,ENSG00000148384,1,3
513,ENSG00000132376,1,1
514,ENSG00000165458,1,1
515,ENSG00000138614,0,0
516,ENSG00000185085,0,2
517,ENSG00000104299,0,1
518,ENSG00000086200,1,0
519,ENSG00000117408,0,4
520,ENSG00000196497,1,3
521,ENSG00000065150,1,2
522,ENSG00000205339,0,2
523,ENSG00000133704,1,4
524,ENSG00000184216,0,4
525,ENSG00000182149,1,3
526,ENSG00000096433,1,2
527,ENSG00000205726,1,2
528,ENSG00000198399,1,1
529,ENSG00000177606,1,4
530,ENSG00000171223,1,4
531,ENSG00000119537,0,2
532,ENSG00000079999,0,0
533,ENSG00000142687,0,0
534,ENSG00000163807,1,4
535,ENSG00000138160,0,0
536,ENSG00000054523,0,3
537,ENSG00000112984,0,3
538,ENSG00000079616,0,1
539,ENSG00000068796,0,3
540,ENSG00000142945,1,0
541,ENSG00000131437,0,0
542,ENSG00000101350,0,2
543,ENSG00000090889,0,1
544,ENSG00000170759,0,1
545,ENSG00000166813,0,1
546,ENSG00000075945,0,1
547,ENSG00000198954,0,1
548,ENSG00000204197,0,4
549,ENSG00000126214,1,0
550,ENSG00000174996,1,1
551,ENSG00000137171,1,0
552,ENSG00000114030,0,0
553,ENSG00000182481,0,0
554,ENSG00000102753,0,2
555,ENSG00000186432,0,3
556,ENSG00000025800,0,3
557,ENSG00000108424,0,2
558,ENSG00000133703,1,4
559,ENSG00000111057,1,4
560,ENSG00000163463,0,1
561,ENSG00000185896,0,3
562,ENSG00000005893,0,0
563,ENSG00000116586,1,4
564,ENSG00000174720,0,1
565,ENSG00000143815,0,3
566,ENSG00000134333,1,3
567,ENSG00000111716,0,0
568,ENSG00000161904,0,4
569,ENSG00000174106,0,2
570,ENSG00000100097,1,0
571,ENSG00000105486,0,0
572,ENSG00000182541,1,3
573,ENSG00000074695,0,4
574,ENSG00000160789,1,1
575,ENSG00000113368,1,1
576,ENSG00000144320,0,0
577,ENSG00000153395,1,3
578,ENSG00000087253,1,2
579,ENSG00000262860,1,3
580,ENSG00000149657,1,0
581,ENSG00000160285,0,4
582,ENSG00000135521,0,0
583,ENSG00000107816,1,3
584,ENSG00000198162,1,4
585,ENSG00000140941,1,3
586,ENSG00000169032,0,4
587,ENSG00000126934,0,0
588,ENSG00000034152,0,1
589,ENSG00000076984,0,0
590,ENSG00000135341,0,1
591,ENSG00000047849,1,3
592,ENSG00000071054,1,2
593,ENSG00000100030,0,4
594,ENSG00000112062,0,0
595,ENSG00000102882,0,3
596,ENSG00000107643,1,1
597,ENSG00000050748,1,4
598,ENSG00000162889,1,1
599,ENSG00000114738,0,0
600,ENSG00000101367,1,4
601,ENSG00000072518,1,1
602,ENSG00000075413,1,0
603,ENSG00000007047,1,1
604,ENSG00000143797,0,0
605,ENSG00000125505,0,3
606,ENSG00000065328,1,0
607,ENSG00000090674,1,0
608,ENSG00000014641,0,0
609,ENSG00000169057,0,3
610,ENSG00000133398,0,1
611,ENSG00000161920,1,4
612,ENSG00000180182,1,3
613,ENSG00000099917,0,3
614,ENSG00000042429,0,0
615,ENSG00000130772,0,4
616,ENSG00000156603,1,4
617,ENSG00000124641,0,3
618,ENSG00000152944,0,1
619,ENSG00000148297,1,0
620,ENSG00000008838,0,2
621,ENSG00000104973,0,2
622,ENSG00000160563,1,3
623,ENSG00000118579,0,4
624,ENSG00000063322,1,3
625,ENSG00000108590,1,4
626,ENSG00000136146,1,2
627,ENSG00000133997,0,0
628,ENSG00000159479,0,2
629,ENSG00000141026,1,2
630,ENSG00000165304,1,2
631,ENSG00000111142,1,1
632,ENSG00000171109,1,1
633,ENSG00000116688,1,4
634,ENSG00000092931,0,2
635,ENSG00000161091,1,2
636,ENSG00000240972,0,1
637,ENSG00000141503,1,0
638,ENSG00000167842,0,2
639,ENSG00000148773,1,0
640,ENSG00000079277,1,2
641,ENSG00000099875,1,3
642,ENSG00000169446,0,1
643,ENSG00000124383,1,1
644,ENSG00000053372,1,3
645,ENSG00000116062,0,4
646,ENSG00000147065,1,4
647,ENSG00000063601,1,3
648,ENSG00000087053,0,4
649,ENSG00000198793,1,1
650,ENSG00000141971,0,4
651,ENSG00000167508,0,4
652,ENSG00000110921,0,3
653,ENSG00000132382,1,1
654,ENSG00000133026,1,3
655,ENSG00000100345,0,3
656,ENSG00000101608,1,2
657,ENSG00000118680,0,3
658,ENSG00000092841,1,4
659,ENSG00000196465,1,4
660,ENSG00000278259,1,1
661,ENSG00000128641,1,0
662,ENSG00000197879,1,4
663,ENSG00000157483,1,2
664,ENSG00000196586,1,3
665,ENSG00000066933,1,1
666,ENSG00000099331,1,0
667,ENSG00000145414,0,3
668,ENSG00000095380,1,1
669,ENSG00000105402,1,3
670,ENSG00000134265,1,0
671,ENSG00000121152,1,2
672,ENSG00000158092,0,0
673,ENSG00000071051,1,1
674,ENSG00000061676,1,1
675,ENSG00000167566,1,4
676,ENSG00000115053,1,3
677,ENSG00000125912,0,3
678,ENSG00000084676,1,2
679,ENSG00000089818,1,1
680,ENSG00000157191,1,4
681,ENSG00000139350,0,1
682,ENSG00000119638,0,3
683,ENSG00000165525,1,1
684,ENSG00000163608,0,2
685,ENSG00000173848,1,1
686,ENSG00000109320,1,0
687,ENSG00000077150,1,2
688,ENSG00000145912,0,0
689,ENSG00000155438,1,0
690,ENSG00000169251,1,3
691,ENSG00000115761,1,1
692,ENSG00000130935,1,2
693,ENSG00000146909,0,4
694,ENSG00000147140,1,3
695,ENSG00000182117,0,1
696,ENSG00000111641,0,0
697,ENSG00000105373,0,4
698,ENSG00000055044,0,2
699,ENSG00000181163,0,1
700,ENSG00000107833,0,1
701,ENSG00000115216,0,4
702,ENSG00000164346,1,3
703,ENSG00000147383,1,4
704,ENSG00000069275,0,1
705,ENSG00000143228,0,3
706,ENSG00000108256,0,1
707,ENSG00000137497,1,3
708,ENSG00000111581,1,0
709,ENSG00000124789,1,0
710,ENSG00000113569,0,0
711,ENSG00000126883,1,0
712,ENSG00000163002,0,1
713,ENSG00000110713,0,2
714,ENSG00000102898,0,2
715,ENSG00000143748,0,1
716,ENSG00000162231,0,3
717,ENSG00000101888,1,1
718,ENSG00000122126,1,1
719,ENSG00000276045,1,0
720,ENSG00000110048,1,3
721,ENSG00000144909,1,0
722,ENSG00000091039,1,2
723,ENSG00000228474,0,4
724,ENSG00000198856,1,1
725,ENSG00000172939,0,1
726,ENSG00000090621,1,4
727,ENSG00000100266,1,2
728,ENSG00000165912,1,0
729,ENSG00000172239,1,4
730,ENSG00000149269,0,4
731,ENSG00000180370,1,0
732,ENSG00000130669,1,3
733,ENSG00000143799,1,1
734,ENSG00000115687,1,4
735,ENSG00000100105,1,4
736,ENSG00000168078,1,1
737,ENSG00000132646,1,2
738,ENSG00000106244,1,2
739,ENSG00000148843,0,4
740,ENSG00000249915,1,0
741,ENSG00000170248,1,4
742,ENSG00000115539,1,0
743,ENSG00000140992,0,2
744,ENSG00000100029,1,1
745,ENSG00000034693,0,2
746,ENSG00000204220,0,3
747,ENSG00000108518,1,1
748,ENSG00000102144,0,2
749,ENSG00000101856,0,2
750,ENSG00000164040,0,3
751,ENSG00000164902,0,0
752,ENSG00000130024,1,1
753,ENSG00000092621,0,2
754,ENSG00000156873,1,2
755,ENSG00000019144,1,3
756,ENSG00000155252,0,4
757,ENSG00000241973,1,3
758,ENSG00000143393,1,3
759,ENSG00000073921,0,3
760,ENSG00000011405,1,0
761,ENSG00000078142,0,4
762,ENSG00000145675,1,2
763,ENSG00000105647,1,1
764,ENSG00000115020,1,3
765,ENSG00000102309,0,4
766,ENSG00000150867,0,2
767,ENSG00000276293,0,1
768,ENSG00000166908,0,1
769,ENSG00000165782,1,0
770,ENSG00000143398,0,0
771,ENSG00000186111,1,4
772,ENSG00000067225,1,0
773,ENSG00000127564,1,2
774,ENSG00000123143,1,4
775,ENSG00000065243,1,4
776,ENSG00000116711,0,3
777,ENSG00000129219,1,4
778,ENSG00000166851,1,2
779,ENSG00000067113,0,0
780,ENSG00000163344,1,1
781,ENSG00000177666,1,1
782,ENSG00000068654,0,4
783,ENSG00000125630,1,2
784,ENSG00000171453,1,2
785,ENSG00000186184,1,4
786,ENSG00000137054,1,3
787,ENSG00000105849,0,2
788,ENSG00000181222,1,1
789,ENSG00000047315,1,4
790,ENSG00000102978,0,2
791,ENSG00000144231,0,1
792,ENSG00000099817,1,2
793,ENSG00000100142,1,3
794,ENSG00000168002,0,2
795,ENSG00000163882,0,3
796,ENSG00000105258,0,0
797,ENSG00000005075,0,2
798,ENSG00000147669,1,0
799,ENSG00000148606,0,2
800,ENSG00000013503,1,1
801,ENSG00000186141,1,2
802,ENSG00000168495,0,2
803,ENSG00000058600,0,2
804,ENSG00000132664,1,4
805,ENSG00000113356,1,2
806,ENSG00000121851,1,3
807,ENSG00000100413,0,1
808,ENSG00000128513,1,1
809,ENSG00000115241,1,0
810,ENSG00000113575,0,0
811,ENSG00000104695,0,0
812,ENSG00000105063,1,3
813,ENSG00000132356,1,0
814,ENSG00000072062,1,4
815,ENSG00000163932,0,2
816,ENSG00000163558,0,0
817,ENSG00000105287,1,1
818,ENSG00000115825,1,3
819,ENSG00000253729,1,3
820,ENSG00000164169,1,3
821,ENSG00000110107,1,2
822,ENSG00000112739,1,4
823,ENSG00000174231,0,2
824,ENSG00000129084,0,2
825,ENSG00000106588,0,2
826,ENSG00000100567,0,3
827,ENSG00000041357,0,2
828,ENSG00000143106,0,4
829,ENSG00000100902,0,1
830,ENSG00000008018,0,0
831,ENSG00000126067,0,1
832,ENSG00000277791,0,1
833,ENSG00000159377,0,1
834,ENSG00000100804,0,4
835,ENSG00000142507,0,3
836,ENSG00000136930,0,1
837,ENSG00000161057,1,0
838,ENSG00000165916,1,4
839,ENSG00000131470,1,2
840,ENSG00000013275,1,4
841,ENSG00000087191,1,3
842,ENSG00000100519,1,0
843,ENSG00000173692,0,3
844,ENSG00000101843,0,0
845,ENSG00000108671,1,2
846,ENSG00000197170,1,0
847,ENSG00000185627,1,4
848,ENSG00000175166,0,2
849,ENSG00000108344,1,1
850,ENSG00000159352,0,2
851,ENSG00000163636,1,3
852,ENSG00000103035,0,0
853,ENSG00000110801,1,4
854,ENSG00000092010,1,4
855,ENSG00000100911,1,0
856,ENSG00000131467,1,1
857,ENSG00000068878,1,4
858,ENSG00000125818,0,4
859,ENSG00000183527,1,0
860,ENSG00000128789,0,0
861,ENSG00000157778,1,0
862,ENSG00000180822,1,2
863,ENSG00000121390,1,0
864,ENSG00000156471,1,0
865,ENSG00000174915,1,3
866,ENSG00000110958,1,0
867,ENSG00000169398,1,3
868,ENSG00000112655,0,1
869,ENSG00000187514,1,2
870,ENSG00000089159,0,4
871,ENSG00000084733,1,4
872,ENSG00000103769,1,3
873,ENSG00000185236,1,2
874,ENSG00000143545,1,0
875,ENSG00000119396,1,2
876,ENSG00000099246,1,1
877,ENSG00000138069,1,2
878,ENSG00000174903,1,1
879,ENSG00000112210,1,2
880,ENSG00000169228,1,2
881,ENSG00000117280,1,2
882,ENSG00000104388,1,2
883,ENSG00000129472,1,1
884,ENSG00000111737,1,4
885,ENSG00000105514,1,0
886,ENSG00000118873,1,4
887,ENSG00000168118,1,1
888,ENSG00000144566,1,2
889,ENSG00000111540,1,0
890,ENSG00000154917,1,3
891,ENSG00000075785,1,2
892,ENSG00000166128,1,1
893,ENSG00000123595,1,0
894,ENSG00000105404,1,0
895,ENSG00000029725,1,4
896,ENSG00000136933,1,2
897,ENSG00000011454,1,1
898,ENSG00000152061,1,4
899,ENSG00000100949,1,4
900,ENSG00000137955,1,3
901,ENSG00000183155,1,3
902,ENSG00000144840,1,0
903,ENSG00000136238,1,4
904,ENSG00000169750,1,2
905,ENSG00000204628,0,4
906,ENSG00000152942,1,2
907,ENSG00000164754,0,3
908,ENSG00000132155,0,0
909,ENSG00000017797,1,4
910,ENSG00000132341,1,0
911,ENSG00000099901,1,1
912,ENSG00000141084,1,0
913,ENSG00000153201,0,3
914,ENSG00000010017,0,4
915,ENSG00000108961,1,0
916,ENSG00000162521,0,1
917,ENSG00000176731,1,2
918,ENSG00000182872,0,4
919,ENSG00000244462,1,2
920,ENSG00000183808,1,3
921,ENSG00000239306,1,1
922,ENSG00000162775,0,1
923,ENSG00000259956,1,1
924,ENSG00000134453,1,2
925,ENSG00000122965,0,3
926,ENSG00000086589,0,4
927,ENSG00000119707,1,3
928,ENSG00000106344,0,1
929,ENSG00000102317,0,4
930,ENSG00000184863,1,2
