row_id,ENSG,y,fold
393,ENSG00000100908,1,2
394,ENSG00000126749,1,1
395,ENSG00000074800,1,4
396,ENSG00000120533,1,1
397,ENSG00000063245,1,1
398,ENSG00000072134,1,1
399,ENSG00000085832,1,0
400,ENSG00000133935,1,3
401,ENSG00000117419,1,1
402,ENSG00000139684,1,3
403,ENSG00000139641,1,4
404,ENSG00000182944,1,0
405,ENSG00000092820,1,2
406,ENSG00000138439,1,0
407,ENSG00000048828,1,1
408,ENSG00000228300,1,2
409,ENSG00000160256,1,2
410,ENSG00000174749,1,3
411,ENSG00000071859,1,4
412,ENSG00000145945,1,3
413,ENSG00000187741,1,2
414,ENSG00000152767,1,0
415,ENSG00000169710,1,3
416,ENSG00000149806,1,4
417,ENSG00000105202,1,4
418,ENSG00000137478,1,1
419,ENSG00000160752,1,0
420,ENSG00000096060,1,0
421,ENSG00000105701,1,0
422,ENSG00000187239,1,2
423,ENSG00000137942,1,2
424,ENSG00000167996,1,0
425,ENSG00000114416,1,1
426,ENSG00000129245,1,4
427,ENSG00000010810,1,3
428,ENSG00000145907,1,4
429,ENSG00000138757,1,4
430,ENSG00000160211,1,1
431,ENSG00000178950,1,3
432,ENSG00000111640,1,3
433,ENSG00000109534,1,4
434,ENSG00000157259,1,3
435,ENSG00000107862,1,4
436,ENSG00000203879,1,4
437,ENSG00000057608,1,4
438,ENSG00000239857,1,4
439,ENSG00000152904,1,4
440,ENSG00000152661,1,2
441,ENSG00000135821,1,4
442,ENSG00000078369,1,4
443,ENSG00000134697,1,0
444,ENSG00000163938,1,0
445,ENSG00000167110,1,3
446,ENSG00000147533,1,1
447,ENSG00000111711,1,4
448,ENSG00000115806,1,0
449,ENSG00000108587,1,0
450,ENSG00000108433,1,2
451,ENSG00000138678,1,3
452,ENSG00000158669,1,2
453,ENSG00000148358,1,0
454,ENSG00000177885,1,1
455,ENSG00000173020,1,1
456,ENSG00000105723,1,4
457,ENSG00000082701,1,2
458,ENSG00000103342,1,0
459,ENSG00000084207,1,1
460,ENSG00000125651,1,2
461,ENSG00000107937,1,2
462,ENSG00000163754,1,2
463,ENSG00000056998,1,0
464,ENSG00000104812,1,2
465,ENSG00000189060,1,1
466,ENSG00000164032,1,1
467,ENSG00000184678,1,3
468,ENSG00000116478,1,0
469,ENSG00000196591,1,4
470,ENSG00000171720,1,1
471,ENSG00000155393,1,1
472,ENSG00000185359,1,0
473,ENSG00000127946,1,1
474,ENSG00000206503,1,4
475,ENSG00000137309,1,2
476,ENSG00000164104,1,2
477,ENSG00000112972,1,1
478,ENSG00000198830,1,1
479,ENSG00000198157,1,2
480,ENSG00000177733,1,0
481,ENSG00000092199,1,0
482,ENSG00000138668,1,4
483,ENSG00000169045,1,2
484,ENSG00000104824,1,0
485,ENSG00000153187,1,0
486,ENSG00000152413,1,1
487,ENSG00000185122,1,0
488,ENSG00000080824,1,0
489,ENSG00000096384,1,0
490,ENSG00000165868,1,2
491,ENSG00000187522,1,0
492,ENSG00000204388,1,0
493,ENSG00000170606,1,4
494,ENSG00000164070,1,3
495,ENSG00000109971,1,2
496,ENSG00000106211,1,4
497,ENSG00000081870,1,3
498,ENSG00000133265,1,4
499,ENSG00000120694,1,4
500,ENSG00000136273,1,4
501,ENSG00000067064,1,1
502,ENSG00000140443,1,3
503,ENSG00000159217,1,2
504,ENSG00000136231,1,0
505,ENSG00000104365,1,4
506,ENSG00000129351,1,0
507,ENSG00000166333,1,4
508,ENSG00000177971,1,1
509,ENSG00000141401,1,3
510,ENSG00000128908,1,3
511,ENSG00000040933,1,1
512,ENSG00000148384,1,0
513,ENSG00000132376,1,1
514,ENSG00000165458,1,1
515,ENSG00000138614,1,3
516,ENSG00000185085,1,0
517,ENSG00000104299,1,1
518,ENSG00000086200,1,2
519,ENSG00000117408,1,0
520,ENSG00000196497,1,2
521,ENSG00000065150,1,0
522,ENSG00000205339,1,2
523,ENSG00000133704,1,4
524,ENSG00000184216,1,3
525,ENSG00000182149,1,4
526,ENSG00000096433,1,3
527,ENSG00000205726,1,4
528,ENSG00000198399,1,0
529,ENSG00000177606,1,0
530,ENSG00000171223,1,4
531,ENSG00000119537,1,0
532,ENSG00000079999,1,2
533,ENSG00000142687,1,4
534,ENSG00000163807,1,3
535,ENSG00000138160,1,1
536,ENSG00000054523,1,0
537,ENSG00000112984,1,1
538,ENSG00000079616,1,3
539,ENSG00000068796,1,4
540,ENSG00000142945,1,2
541,ENSG00000131437,1,2
542,ENSG00000101350,1,2
543,ENSG00000090889,1,2
544,ENSG00000170759,1,2
545,ENSG00000166813,1,4
546,ENSG00000075945,1,0
547,ENSG00000198954,1,1
548,ENSG00000204197,1,4
549,ENSG00000126214,1,3
550,ENSG00000174996,1,3
551,ENSG00000137171,1,0
552,ENSG00000114030,1,4
553,ENSG00000182481,1,1
554,ENSG00000102753,1,1
555,ENSG00000186432,1,1
556,ENSG00000025800,1,3
557,ENSG00000108424,1,3
558,ENSG00000133703,1,0
559,ENSG00000111057,1,1
560,ENSG00000163463,1,4
561,ENSG00000185896,1,4
562,ENSG00000005893,1,3
563,ENSG00000116586,1,4
564,ENSG00000174720,1,1
565,ENSG00000143815,1,3
566,ENSG00000134333,1,3
567,ENSG00000111716,1,3
568,ENSG00000161904,1,3
569,ENSG00000174106,1,1
570,ENSG00000100097,1,2
571,ENSG00000105486,1,3
572,ENSG00000182541,1,1
573,ENSG00000074695,1,0
574,ENSG00000160789,1,4
575,ENSG00000113368,1,1
576,ENSG00000144320,1,3
577,ENSG00000153395,1,3
578,ENSG00000087253,1,0
579,ENSG00000262860,1,1
580,ENSG00000149657,1,3
581,ENSG00000160285,1,2
582,ENSG00000135521,1,1
583,ENSG00000107816,1,2
584,ENSG00000198162,1,4
585,ENSG00000140941,1,3
586,ENSG00000169032,1,4
587,ENSG00000126934,1,4
588,ENSG00000034152,1,0
589,ENSG00000076984,1,4
590,ENSG00000135341,1,2
591,ENSG00000047849,1,3
592,ENSG00000071054,1,1
593,ENSG00000100030,1,0
594,ENSG00000112062,1,1
595,ENSG00000102882,1,0
596,ENSG00000107643,1,3
597,ENSG00000050748,1,0
598,ENSG00000162889,1,2
599,ENSG00000114738,1,4
600,ENSG00000101367,1,2
601,ENSG00000072518,1,0
602,ENSG00000075413,1,3
603,ENSG00000007047,1,2
604,ENSG00000143797,1,4
605,ENSG00000125505,1,1
606,ENSG00000065328,1,4
607,ENSG00000090674,1,0
608,ENSG00000014641,1,4
609,ENSG00000169057,1,3
610,ENSG00000133398,1,0
611,ENSG00000161920,1,4
612,ENSG00000180182,1,1
613,ENSG00000099917,1,4
614,ENSG00000042429,1,4
615,ENSG00000130772,1,0
616,ENSG00000156603,1,1
617,ENSG00000124641,1,4
618,ENSG00000152944,1,0
619,ENSG00000148297,1,1
620,ENSG00000008838,1,1
621,ENSG00000104973,1,1
622,ENSG00000160563,1,0
623,ENSG00000118579,1,4
624,ENSG00000063322,1,4
625,ENSG00000108590,1,3
626,ENSG00000136146,1,1
627,ENSG00000133997,1,2
628,ENSG00000159479,1,2
629,ENSG00000141026,1,4
630,ENSG00000165304,1,0
631,ENSG00000111142,1,3
632,ENSG00000171109,1,1
633,ENSG00000116688,1,2
634,ENSG00000092931,1,4
635,ENSG00000161091,1,1
636,ENSG00000240972,1,0
637,ENSG00000141503,1,2
638,ENSG00000167842,1,4
639,ENSG00000148773,1,4
640,ENSG00000079277,1,4
641,ENSG00000099875,1,3
642,ENSG00000169446,1,0
643,ENSG00000124383,1,2
644,ENSG00000053372,1,3
645,ENSG00000116062,1,4
646,ENSG00000147065,1,2
647,ENSG00000063601,1,2
648,ENSG00000087053,1,1
649,ENSG00000198793,1,4
650,ENSG00000141971,1,4
651,ENSG00000167508,1,2
652,ENSG00000110921,1,1
653,ENSG00000132382,1,1
654,ENSG00000133026,1,4
655,ENSG00000100345,1,3
656,ENSG00000101608,1,1
657,ENSG00000118680,1,0
658,ENSG00000092841,1,1
659,ENSG00000196465,1,4
660,ENSG00000278259,1,3
661,ENSG00000128641,1,4
662,ENSG00000197879,1,3
663,ENSG00000157483,1,0
664,ENSG00000196586,1,3
665,ENSG00000066933,1,2
666,ENSG00000099331,1,3
667,ENSG00000145414,1,4
668,ENSG00000095380,1,3
669,ENSG00000105402,1,1
670,ENSG00000134265,1,2
671,ENSG00000121152,1,4
672,ENSG00000158092,1,0
673,ENSG00000071051,1,0
674,ENSG00000061676,1,4
675,ENSG00000167566,1,3
676,ENSG00000115053,1,0
677,ENSG00000125912,1,4
678,ENSG00000084676,1,1
679,ENSG00000089818,1,1
680,ENSG00000157191,1,3
681,ENSG00000139350,1,1
682,ENSG00000119638,1,1
683,ENSG00000165525,1,2
684,ENSG00000163608,1,1
685,ENSG00000173848,1,3
686,ENSG00000109320,1,0
687,ENSG00000077150,1,4
688,ENSG00000145912,1,4
689,ENSG00000155438,1,2
690,ENSG00000169251,1,0
691,ENSG00000115761,1,0
692,ENSG00000130935,1,2
693,ENSG00000146909,1,3
694,ENSG00000147140,1,0
695,ENSG00000182117,1,1
696,ENSG00000111641,1,4
697,ENSG00000105373,1,4
698,ENSG00000055044,1,4
699,ENSG00000181163,1,3
700,ENSG00000107833,1,0
701,ENSG00000115216,1,1
702,ENSG00000164346,1,4
703,ENSG00000147383,1,2
704,ENSG00000069275,1,2
705,ENSG00000143228,1,4
706,ENSG00000108256,1,1
707,ENSG00000137497,1,3
708,ENSG00000111581,1,0
709,ENSG00000124789,1,2
710,ENSG00000113569,1,1
711,ENSG00000126883,1,0
712,ENSG00000163002,1,2
713,ENSG00000110713,1,0
714,ENSG00000102898,1,4
715,ENSG00000143748,1,0
716,ENSG00000162231,1,1
717,ENSG00000101888,1,2
718,ENSG00000122126,1,1
719,ENSG00000276045,1,1
720,ENSG00000110048,1,0
721,ENSG00000144909,1,0
722,ENSG00000091039,1,2
723,ENSG00000228474,1,1
724,ENSG00000198856,1,4
725,ENSG00000172939,1,4
726,ENSG00000090621,1,3
727,ENSG00000100266,1,2
728,ENSG00000165912,1,1
729,ENSG00000172239,1,1
730,ENSG00000149269,1,4
731,ENSG00000180370,1,4
732,ENSG00000130669,1,2
733,ENSG00000143799,1,3
734,ENSG00000115687,1,2
735,ENSG00000100105,1,1
736,ENSG00000168078,1,3
737,ENSG00000132646,1,0
738,ENSG00000106244,1,4
739,ENSG00000148843,1,1
740,ENSG00000249915,1,3
741,ENSG00000170248,1,3
742,ENSG00000115539,1,1
743,ENSG00000140992,1,0
744,ENSG00000100029,1,0
745,ENSG00000034693,1,0
746,ENSG00000204220,1,1
747,ENSG00000108518,1,0
748,ENSG00000102144,1,2
749,ENSG00000101856,1,0
750,ENSG00000164040,1,3
751,ENSG00000164902,1,1
752,ENSG00000130024,1,2
753,ENSG00000092621,1,2
754,ENSG00000156873,1,2
755,ENSG00000019144,1,0
756,ENSG00000155252,1,1
757,ENSG00000241973,1,0
758,ENSG00000143393,1,4
759,ENSG00000073921,1,1
760,ENSG00000011405,1,4
761,ENSG00000078142,1,0
762,ENSG00000145675,1,4
763,ENSG00000105647,1,2
764,ENSG00000115020,1,2
765,ENSG00000102309,1,1
766,ENSG00000150867,1,0
767,ENSG00000276293,1,2
768,ENSG00000166908,1,3
769,ENSG00000165782,1,2
770,ENSG00000143398,1,2
771,ENSG00000186111,1,1
772,ENSG00000067225,1,3
773,ENSG00000127564,1,2
774,ENSG00000123143,1,1
775,ENSG00000065243,1,3
776,ENSG00000116711,1,3
777,ENSG00000129219,1,2
778,ENSG00000166851,1,4
779,ENSG00000067113,1,1
780,ENSG00000163344,1,2
781,ENSG00000177666,1,0
782,ENSG00000068654,1,4
783,ENSG00000125630,1,2
784,ENSG00000171453,1,0
785,ENSG00000186184,1,0
786,ENSG00000137054,1,0
787,ENSG00000105849,1,0
788,ENSG00000181222,1,1
789,ENSG00000047315,1,0
790,ENSG00000102978,1,0
791,ENSG00000144231,1,1
792,ENSG00000099817,1,0
793,ENSG00000100142,1,2
794,ENSG00000168002,1,4
795,ENSG00000163882,1,1
796,ENSG00000105258,1,1
797,ENSG00000005075,1,0
798,ENSG00000147669,1,4
799,ENSG00000148606,1,3
800,ENSG00000013503,1,3
801,ENSG00000186141,1,0
802,ENSG00000168495,1,4
803,ENSG00000058600,1,1
804,ENSG00000132664,1,1
805,ENSG00000113356,1,4
806,ENSG00000121851,1,3
807,ENSG00000100413,1,3
808,ENSG00000128513,1,2
809,ENSG00000115241,1,3
810,ENSG00000113575,1,3
811,ENSG00000104695,1,4
812,ENSG00000105063,1,0
813,ENSG00000132356,1,4
814,ENSG00000072062,1,1
815,ENSG00000163932,1,4
816,ENSG00000163558,1,3
817,ENSG00000105287,1,1
818,ENSG00000115825,1,3
819,ENSG00000253729,1,4
820,ENSG00000164169,1,1
821,ENSG00000110107,1,3
822,ENSG00000112739,1,2
823,ENSG00000174231,1,1
824,ENSG00000129084,1,0
825,ENSG00000106588,1,0
826,ENSG00000100567,1,2
827,ENSG00000041357,1,1
828,ENSG00000143106,1,4
829,ENSG00000100902,1,3
830,ENSG00000008018,1,3
831,ENSG00000126067,1,4
832,ENSG00000277791,1,1
833,ENSG00000159377,1,0
834,ENSG00000100804,1,0
835,ENSG00000142507,1,0
836,ENSG00000136930,1,0
837,ENSG00000161057,1,3
838,ENSG00000165916,1,4
839,ENSG00000131470,1,3
840,ENSG00000013275,1,0
841,ENSG00000087191,1,1
842,ENSG00000100519,1,3
843,ENSG00000173692,1,4
844,ENSG00000101843,1,2
845,ENSG00000108671,1,0
846,ENSG00000197170,1,3
847,ENSG00000185627,1,4
848,ENSG00000175166,1,4
849,ENSG00000108344,1,2
850,ENSG00000159352,1,0
851,ENSG00000163636,1,1
852,ENSG00000103035,1,0
853,ENSG00000110801,1,4
854,ENSG00000092010,1,3
855,ENSG00000100911,1,1
856,ENSG00000131467,1,1
857,ENSG00000068878,1,3
858,ENSG00000125818,1,3
859,ENSG00000183527,1,0
860,ENSG00000128789,1,2
861,ENSG00000157778,1,3
862,ENSG00000180822,1,0
863,ENSG00000121390,1,4
864,ENSG00000156471,1,3
865,ENSG00000174915,1,4
866,ENSG00000110958,1,2
867,ENSG00000169398,1,1
868,ENSG00000112655,1,3
869,ENSG00000187514,1,1
870,ENSG00000089159,1,0
871,ENSG00000084733,1,1
872,ENSG00000103769,1,3
873,ENSG00000185236,1,1
874,ENSG00000143545,1,1
875,ENSG00000119396,1,3
876,ENSG00000099246,1,4
877,ENSG00000138069,1,4
878,ENSG00000174903,1,0
879,ENSG00000112210,1,1
880,ENSG00000169228,1,2
881,ENSG00000117280,1,2
882,ENSG00000104388,1,4
883,ENSG00000129472,1,0
884,ENSG00000111737,1,1
885,ENSG00000105514,1,1
886,ENSG00000118873,1,4
887,ENSG00000168118,1,1
888,ENSG00000144566,1,0
889,ENSG00000111540,1,2
890,ENSG00000154917,1,3
891,ENSG00000075785,1,1
892,ENSG00000166128,1,0
893,ENSG00000123595,1,0
894,ENSG00000105404,1,0
895,ENSG00000029725,1,4
896,ENSG00000136933,1,1
897,ENSG00000011454,1,3
898,ENSG00000152061,1,0
899,ENSG00000100949,1,2
900,ENSG00000137955,1,0
901,ENSG00000183155,1,0
902,ENSG00000144840,1,4
903,ENSG00000136238,1,2
904,ENSG00000169750,1,4
905,ENSG00000204628,1,2
906,ENSG00000152942,1,0
907,ENSG00000164754,1,4
908,ENSG00000132155,1,1
909,ENSG00000017797,1,3
910,ENSG00000132341,1,0
911,ENSG00000099901,1,1
912,ENSG00000141084,1,3
913,ENSG00000153201,1,2
914,ENSG00000010017,1,4
915,ENSG00000108961,1,3
916,ENSG00000162521,1,1
917,ENSG00000176731,1,4
918,ENSG00000182872,1,1
919,ENSG00000244462,1,2
920,ENSG00000183808,1,1
921,ENSG00000239306,1,4
922,ENSG00000162775,1,0
923,ENSG00000259956,1,0
924,ENSG00000134453,1,2
925,ENSG00000122965,1,4
926,ENSG00000086589,1,1
927,ENSG00000119707,1,0
928,ENSG00000106344,1,2
929,ENSG00000102317,1,2
930,ENSG00000184863,1,3
